difficulty,image,romanized,,audio_recording,translation_hanzi,topic,pronunciation_hanzi,explanation,id,created_date,updated_date,created_by_id,created_by,is_sample
intermediate,,terufa,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%AA%D7%A8%D7%95%D7%A4%D7%94.m4a,תרופה,药,health,特鲁法,,f00000000000000000000040,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,ke'ev,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9B%D7%90%D7%91.m4a,כאב,疼痛,health,凯埃夫,,f00000000000000000000041,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,p'tsi'a,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A4%D7%A6%D7%99%D7%A2%D7%94.m4a,פציעה,受伤,health,普齐阿,,f00000000000000000000042,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,mada,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%93%D7%90.m4a,"מד""א",救护车,emergency,玛达,,f00000000000000000000043,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,esh,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%90%D7%A9.m4a,אש,火,emergency,埃什,,f00000000000000000000044,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,sheka,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%A7%D7%A2.m4a,שקע,插座,daily,谢卡,,f00000000000000000000045,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,delet,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%93%D7%9C%D7%AA.m4a,דלת,门,daily,德列特,,f00000000000000000000047,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,halon,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%97%D7%9C%D7%95%D7%9F.m4a,חלון,窗户,daily,哈隆,,f00000000000000000000048,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,mafteach,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A4%D7%AA%D7%97.m4a,מפתח,钥匙,daily,玛夫泰阿赫,,f00000000000000000000049,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,mispar,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A1%D7%A4%D7%A8.m4a,מספר,数字 / 号码,daily,米斯帕尔,,f00000000000000000000050,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,le'argen,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%90%D7%A8%D7%92%D7%9F.m4a,לארגן,组织 / 安排,verbs,莱阿尔根,,f00000000000000000000051,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,letaken,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%AA%D7%A7%D7%9F.m4a,לתקן,修理,verbs,莱塔肯,,f00000000000000000000052,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,livnot,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%91%D7%A0%D7%95%D7%AA.m4a,לבנות,建造,verbs,利夫诺特,,f00000000000000000000053,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,la'asot,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A2%D7%A9%D7%95%D7%AA.m4a,לעשות,做,verbs,拉阿索特,,f00000000000000000000054,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lehakin,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%94%D7%9B%D7%99%D7%9F.m4a,להכין,准备,verbs,莱哈金,,f00000000000000000000055,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lishbor,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A9%D7%91%D7%95%D7%A8.m4a,לשבור,打破,verbs,利什波尔,,f00000000000000000000056,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,liftoach,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A4%D7%AA%D7%95%D7%97.m4a,לפתוח,打开,verbs,利夫托阿赫,,f00000000000000000000057,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lisgor,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A1%D7%92%D7%95%D7%A8.m4a,לסגור,关闭,verbs,利斯戈尔,,f00000000000000000000058,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lehavi,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%94%D7%91%D7%99%D7%90.m4a,להביא,带来,verbs,莱哈维,,f00000000000000000000059,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lakachat,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A7%D7%97%D7%AA.m4a,לקחת,拿走,verbs,拉卡哈特,,f00000000000000000000060,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,latet,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%AA%D7%AA.m4a,לתת,给,verbs,拉泰特,,f00000000000000000000061,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,la'azor,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A2%D7%96%D7%95%D7%A8.m4a,לעזור,帮助,verbs,拉阿佐尔,,f00000000000000000000062,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lishloach,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A9%D7%9C%D7%95%D7%97.m4a,לשלוח,发送 / 派送,verbs,利什洛阿赫,,f00000000000000000000063,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,levashel,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%91%D7%A9%D7%9C.m4a,לבשל,煮饭,verbs,莱瓦谢尔,,f00000000000000000000064,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lenakot,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A0%D7%A7%D7%95%D7%AA.m4a,לנקות,打扫,verbs,莱纳科特,,f00000000000000000000065,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lishtof,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A9%D7%98%D7%95%D7%A3.m4a,לשטוף,洗,verbs,利什托夫,,f00000000000000000000066,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lechakot,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%97%D7%9B%D7%95%D7%AA.m4a,לחכות,等待,verbs,莱哈科特,,f00000000000000000000067,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lemaher,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%9E%D7%94%D7%A8.m4a,למהר,赶快,verbs,莱玛赫尔,,f00000000000000000000068,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,le'acher,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%90%D7%97%D7%A8.m4a,לאחר,迟到,verbs,莱阿赫尔,,f00000000000000000000069,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lishkoach,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A9%D7%9B%D7%95%D7%97.m4a,לשכוח,忘记,verbs,利什科阿赫,,f00000000000000000000070,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lizkor,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%96%D7%9B%D7%95%D7%A8.m4a,לזכור,记得,verbs,利兹科尔,,f00000000000000000000071,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lehasbir,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%94%D7%A1%D7%91%D7%99%D7%A8.m4a,להסביר,解释,verbs,莱哈斯比尔,,f00000000000000000000072,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lishmoa,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A9%D7%9E%D7%95%D7%A2.m4a,לשמוע,听,verbs,利什莫阿,,f00000000000000000000073,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,ledaber,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%93%D7%91%D7%A8.m4a,לדבר,说话,verbs,莱达贝尔,,f00000000000000000000074,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lesayem,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A1%D7%99%D7%99%D7%9D.m4a,לסיים,结束 / 完成,verbs,莱萨耶姆,,f00000000000000000000076,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,leshalem,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%A9%D7%9C%D7%9D.m4a,לשלם,支付,verbs,莱沙列姆,,f00000000000000000000077,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,lachzor,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%97%D7%96%D7%95%D7%A8.m4a,לחזור,返回,verbs,拉赫佐尔,,f00000000000000000000078,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,le'abed,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%90%D7%91%D7%93.m4a,לאבד,丢失,verbs,莱阿贝德,,f00000000000000000000079,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
advanced,,limtso,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%9E%D7%A6%D7%95%D7%90.m4a,למצוא,找到,verbs,利姆佐,,f00000000000000000000080,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
